image_id,prompt_id,section,layer_id,cues,gender,occupation,income,setting,neighborhood,provider,auditor_model,MST_value_p1,confidence_p1
gpt-image-1-mini_P1993,P1993,Two-cue,X7,O*N,,accountant,,,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P1994,P1994,Two-cue,X7,O*N,,accountant,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P1995,P1995,Two-cue,X7,O*N,,pharmacist,,,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P1996,P1996,Two-cue,X7,O*N,,pharmacist,,,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P1997,P1997,Two-cue,X7,O*N,,pharmacist,,,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P1998,P1998,Two-cue,X7,O*N,,social worker,,,gated community,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P1999,P1999,Two-cue,X7,O*N,,social worker,,,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2000,P2000,Two-cue,X7,O*N,,social worker,,,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2001,P2001,Two-cue,X7,O*N,,chef,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2002,P2002,Two-cue,X7,O*N,,chef,,,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2003,P2003,Two-cue,X7,O*N,,chef,,,slum,openai,gpt-5-mini-2025-08-07,6,0.72
gpt-image-1-mini_P2004,P2004,Two-cue,X7,O*N,,librarian,,,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2005,P2005,Two-cue,X7,O*N,,librarian,,,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2006,P2006,Two-cue,X7,O*N,,librarian,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2007,P2007,Two-cue,X7,O*N,,cleaner,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2008,P2008,Two-cue,X7,O*N,,cleaner,,,suburb,openai,gpt-5-mini-2025-08-07,5,0.87
gpt-image-1-mini_P2009,P2009,Two-cue,X7,O*N,,cleaner,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2010,P2010,Two-cue,X7,O*N,,domestic worker,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2011,P2011,Two-cue,X7,O*N,,domestic worker,,,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2012,P2012,Two-cue,X7,O*N,,domestic worker,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2013,P2013,Two-cue,X7,O*N,,street vendor,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2014,P2014,Two-cue,X7,O*N,,street vendor,,,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2015,P2015,Two-cue,X7,O*N,,street vendor,,,slum,openai,gpt-5-mini-2025-08-07,6,0.8
gpt-image-1-mini_P2016,P2016,Two-cue,X7,O*N,,rickshaw driver,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2017,P2017,Two-cue,X7,O*N,,rickshaw driver,,,suburb,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2018,P2018,Two-cue,X7,O*N,,rickshaw driver,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2019,P2019,Two-cue,X7,O*N,,construction laborer,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2020,P2020,Two-cue,X7,O*N,,construction laborer,,,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2021,P2021,Two-cue,X7,O*N,,construction laborer,,,slum,openai,gpt-5-mini-2025-08-07,7,0.9
gpt-image-1-mini_P2022,P2022,Two-cue,X7,O*N,,waste collector,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2023,P2023,Two-cue,X7,O*N,,waste collector,,,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2024,P2024,Two-cue,X7,O*N,,waste collector,,,slum,openai,gpt-5-mini-2025-08-07,7,0.78
gpt-image-1-mini_P2025,P2025,Two-cue,X7,O*N,,farm worker,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2026,P2026,Two-cue,X7,O*N,,farm worker,,,suburb,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2027,P2027,Two-cue,X7,O*N,,farm worker,,,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2028,P2028,Two-cue,X7,O*N,,security guard,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2029,P2029,Two-cue,X7,O*N,,security guard,,,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2030,P2030,Two-cue,X7,O*N,,security guard,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2031,P2031,Two-cue,X7,O*N,,factory worker,,,gated community,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2032,P2032,Two-cue,X7,O*N,,factory worker,,,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2033,P2033,Two-cue,X7,O*N,,factory worker,,,slum,openai,gpt-5-mini-2025-08-07,7,0.85
gpt-image-1-mini_P2034,P2034,Two-cue,X7,O*N,,maid,,,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2035,P2035,Two-cue,X7,O*N,,maid,,,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2036,P2036,Two-cue,X7,O*N,,maid,,,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2037,P2037,Two-cue,X8,I*S,,,high,village,,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2038,P2038,Two-cue,X8,I*S,,,high,city,,openai,gpt-5-mini-2025-08-07,4,0.88
gpt-image-1-mini_P2039,P2039,Two-cue,X8,I*S,,,low,village,,openai,gpt-5-mini-2025-08-07,6,0.8
gpt-image-1-mini_P2040,P2040,Two-cue,X8,I*S,,,low,city,,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2041,P2041,Two-cue,X9,I*N,,,high,,gated community,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2042,P2042,Two-cue,X9,I*N,,,high,,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2043,P2043,Two-cue,X9,I*N,,,high,,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2044,P2044,Two-cue,X9,I*N,,,low,,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2045,P2045,Two-cue,X9,I*N,,,low,,suburb,openai,gpt-5-mini-2025-08-07,5,0.88
gpt-image-1-mini_P2046,P2046,Two-cue,X9,I*N,,,low,,slum,openai,gpt-5-mini-2025-08-07,6,0.75
gpt-image-1-mini_P2047,P2047,Two-cue,X10,S*N,,,,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2048,P2048,Two-cue,X10,S*N,,,,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2049,P2049,Two-cue,X10,S*N,,,,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2050,P2050,Two-cue,X10,S*N,,,,city,gated community,openai,gpt-5-mini-2025-08-07,5,0.8
gpt-image-1-mini_P2051,P2051,Two-cue,X10,S*N,,,,city,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2052,P2052,Two-cue,X10,S*N,,,,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2053,P2053,Multi-cue,C1,G+O+I+S+N (aligned dark),woman,domestic worker,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2054,P2054,Multi-cue,C2,G+O+I+S+N (aligned light),man,surgeon,high,city,gated community,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2055,P2055,Multi-cue,C3,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""O+I+S+N (dark""""""""""""""",""""""""""""""" neutral)""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,domestic worker,low,village,slum,openai,gpt-5-mini-2025-08-07,
gpt-image-1-mini_P2056,P2056,Multi-cue,C4,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""O+I+S+N (light""""""""""""""",""""""""""""""" neutral)""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",,surgeon,high,city,gated community,openai,gpt-5-mini-2025-08-07,
gpt-image-1-mini_P2057,P2057,Multi-cue,C5,O+I+S+N (contra: high-O vs low),,surgeon,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.82
gpt-image-1-mini_P2058,P2058,Multi-cue,C6,O+I+S+N (contra: low-O vs high),,cleaner,high,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2059,P2059,Multi-cue,C7,I+S+N (contra: high-I vs low-S+N),,,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2060,P2060,Multi-cue,C8,I+S+N (contra: low-I vs high-S+N),,,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2061,P2061,Multi-cue,C9,I*S*N gradient,,,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2062,P2062,Multi-cue,C9,I*S*N gradient,,,high,village,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2063,P2063,Multi-cue,C9,I*S*N gradient,,,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2064,P2064,Multi-cue,C9,I*S*N gradient,,,high,city,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2065,P2065,Multi-cue,C9,I*S*N gradient,,,high,city,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2066,P2066,Multi-cue,C9,I*S*N gradient,,,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2067,P2067,Multi-cue,C9,I*S*N gradient,,,low,village,gated community,openai,gpt-5-mini-2025-08-07,7,0.9
gpt-image-1-mini_P2068,P2068,Multi-cue,C9,I*S*N gradient,,,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2069,P2069,Multi-cue,C9,I*S*N gradient,,,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2070,P2070,Multi-cue,C9,I*S*N gradient,,,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2071,P2071,Multi-cue,C9,I*S*N gradient,,,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2072,P2072,Multi-cue,C9,I*S*N gradient,,,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2073,P2073,Multi-cue,C10,G*I*N gradient,man,,high,,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2074,P2074,Multi-cue,C10,G*I*N gradient,man,,high,,suburb,openai,gpt-5-mini-2025-08-07,4,0.88
gpt-image-1-mini_P2075,P2075,Multi-cue,C10,G*I*N gradient,man,,high,,slum,openai,gpt-5-mini-2025-08-07,5,0.88
gpt-image-1-mini_P2076,P2076,Multi-cue,C10,G*I*N gradient,man,,low,,gated community,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2077,P2077,Multi-cue,C10,G*I*N gradient,man,,low,,suburb,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2078,P2078,Multi-cue,C10,G*I*N gradient,man,,low,,slum,openai,gpt-5-mini-2025-08-07,7,0.85
gpt-image-1-mini_P2079,P2079,Multi-cue,C10,G*I*N gradient,woman,,high,,gated community,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2080,P2080,Multi-cue,C10,G*I*N gradient,woman,,high,,suburb,openai,gpt-5-mini-2025-08-07,2,0.9
gpt-image-1-mini_P2081,P2081,Multi-cue,C10,G*I*N gradient,woman,,high,,slum,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2082,P2082,Multi-cue,C10,G*I*N gradient,woman,,low,,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2083,P2083,Multi-cue,C10,G*I*N gradient,woman,,low,,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2084,P2084,Multi-cue,C10,G*I*N gradient,woman,,low,,slum,openai,gpt-5-mini-2025-08-07,6,0.82
gpt-image-1-mini_P2085,P2085,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2086,P2086,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,village,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2087,P2087,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2088,P2088,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,city,gated community,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2089,P2089,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,city,suburb,openai,gpt-5-mini-2025-08-07,4,0.88
gpt-image-1-mini_P2090,P2090,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.75
gpt-image-1-mini_P2091,P2091,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2092,P2092,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2093,P2093,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2094,P2094,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2095,P2095,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2096,P2096,Order-effect,Ord-IE,I>S>N>G>O,man,surgeon,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2097,P2097,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,village,gated community,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2098,P2098,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,village,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2099,P2099,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2100,P2100,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,city,gated community,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2101,P2101,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,city,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2102,P2102,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2103,P2103,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2104,P2104,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2105,P2105,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2106,P2106,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2107,P2107,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2108,P2108,Order-effect,Ord-IE,I>S>N>G>O,man,dentist,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2109,P2109,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2110,P2110,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,village,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2111,P2111,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2112,P2112,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,city,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2113,P2113,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,city,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2114,P2114,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2115,P2115,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2116,P2116,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2117,P2117,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2118,P2118,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2119,P2119,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2120,P2120,Order-effect,Ord-IE,I>S>N>G>O,man,teacher,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2121,P2121,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2122,P2122,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,village,suburb,openai,gpt-5-mini-2025-08-07,5,0.85
gpt-image-1-mini_P2123,P2123,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2124,P2124,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,city,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2125,P2125,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,city,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2126,P2126,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,high,city,slum,openai,gpt-5-mini-2025-08-07,4,0.88
gpt-image-1-mini_P2127,P2127,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2128,P2128,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2129,P2129,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2130,P2130,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2131,P2131,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2132,P2132,Order-effect,Ord-IE,I>S>N>G>O,man,nurse,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2133,P2133,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2134,P2134,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,village,suburb,openai,gpt-5-mini-2025-08-07,3,0.88
gpt-image-1-mini_P2135,P2135,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2136,P2136,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2137,P2137,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,city,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2138,P2138,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,high,city,slum,openai,gpt-5-mini-2025-08-07,7,0.85
gpt-image-1-mini_P2139,P2139,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2140,P2140,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2141,P2141,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,village,slum,openai,gpt-5-mini-2025-08-07,7,0.85
gpt-image-1-mini_P2142,P2142,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,city,gated community,openai,gpt-5-mini-2025-08-07,7,0.9
gpt-image-1-mini_P2143,P2143,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2144,P2144,Order-effect,Ord-IE,I>S>N>G>O,man,cleaner,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2145,P2145,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2146,P2146,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2147,P2147,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2148,P2148,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2149,P2149,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,city,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2150,P2150,Order-effect,Ord-IE,I>S>N>G>O,man,maid,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2151,P2151,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2152,P2152,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2153,P2153,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.88
gpt-image-1-mini_P2154,P2154,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2155,P2155,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2156,P2156,Order-effect,Ord-IE,I>S>N>G>O,man,maid,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2157,P2157,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,village,gated community,openai,gpt-5-mini-2025-08-07,5,0.88
gpt-image-1-mini_P2158,P2158,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,village,suburb,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2159,P2159,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2160,P2160,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,city,gated community,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2161,P2161,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,city,suburb,openai,gpt-5-mini-2025-08-07,2,0.9
gpt-image-1-mini_P2162,P2162,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,high,city,slum,openai,gpt-5-mini-2025-08-07,5,0.82
gpt-image-1-mini_P2163,P2163,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,village,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2164,P2164,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,village,suburb,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2165,P2165,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2166,P2166,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,city,gated community,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2167,P2167,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,city,suburb,openai,gpt-5-mini-2025-08-07,6,0.85
gpt-image-1-mini_P2168,P2168,Order-effect,Ord-IE,I>S>N>G>O,woman,surgeon,low,city,slum,openai,gpt-5-mini-2025-08-07,6,0.8
gpt-image-1-mini_P2169,P2169,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,village,gated community,openai,gpt-5-mini-2025-08-07,5,0.9
gpt-image-1-mini_P2170,P2170,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,village,suburb,openai,gpt-5-mini-2025-08-07,4,0.9
gpt-image-1-mini_P2171,P2171,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,village,slum,openai,gpt-5-mini-2025-08-07,6,0.9
gpt-image-1-mini_P2172,P2172,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,city,gated community,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2173,P2173,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,city,suburb,openai,gpt-5-mini-2025-08-07,3,0.9
gpt-image-1-mini_P2174,P2174,Order-effect,Ord-IE,I>S>N>G>O,woman,dentist,high,city,slum,openai,gpt-5-mini-2025-08-07,6,0.9
